Index,Text,Label
34,天呐昨天上海怎么还吹台风呀我说玻璃一直怎么砰砰响还寻思这高楼的雨点声音这么大呢,3
0_77,露台最怕的风呀还要吹多久,0
0_40,台风吹的倒的倒歪的歪果子掉落一地损失好大农业农业种植,0
62,昨晚趁台风过去出门溜达了一圈路面还有些潮湿空气中闷闷的,3
2_149,太恐怖了全都被淹了,2
2_158,祈求一切平安韶关洪水广东韶关或发生超年一遇洪水,2
2_170,你们木材没有tiedown嘛有的话不应该是钉子受拔应该是铁片收拔或者钉子受剪,2
106,号工作结束赴约去往南长街已经很多年没有经历这么强的台风了大家可能对台风已经缺少敬畏了,3
0_74,缅甸级地震云南昆明震感强烈不知道是墙体质量太差还是震感太强晚上回到家居然发现墙体明显裂开了直接漏出里面的混凝土墙面了,0
2_197,缅甸灾区损毁严重包括当地的寺院地震当时曼德勒一所教理学院有个寺院学生正在考试埋在塌了的大楼里,2
2_60,早点房前屋后实况海口第四代住宅扛过了超强台风摩羯的摧残邻居家的绿植和我家的绿植都安然无恙可小区底下却惨不忍睹景观树全都东倒西歪甚至连根拔起拦腰截断的也有好多路牌也吹得东倒西歪隔壁椰风水韵状况更是糟糕椰风水韵好多树木都已经秃顶吹断门口的大门也被吹坏了,2
26,台风并不可怕只要我们携起手来台风并不可怕只要我们携起手来,3
0_55,是上理伐学校塌啦,0
2_10,住高层的基本无一幸免门窗玻璃破碎住海边还海水倒灌我们家住在低楼层除了门缝渗水其他就还好但是断水断电断网真的就跟瞎了一样的还好现在来水来电了网络也畅通了,2
0_45,好严重呀,0
0_113,北航的保安亭倒了,0
0_114,今天的风还真没月日的大,0
0_101,有的树品种不耐风的我们小区折了几颗了都,0
76,楼办公室的窗抗住了摩羯的风力台风后水电网络正常不影响复工海口西海岸的写字楼还是很顶的,3
0_124,能看出来吗别的视频里录下来的大棚子就卖衣服用的那个,0
0_104,我的大柳树兄弟啊,0
1_55,一阵一阵的一会没风一会突然咆哮一声,1
0_223,路边施工围挡倒了一片工地暂时停工修复,0
49,台风过后傍晚时分蓝调的天空浓厚的云彩晚风吹拂给人一种很舒适的感觉,3
146,摄于号贝碧嘉路过以后的第二天世纪公园里天气真的很绝美,3
1_76,随着南方的降雨剧增一波接一波的降雨已经带来了明显的连锁效应天灾无情人间有爱小编呼吁当地的朋友在这场特大暴雨中一定保护好自身的生命安全团结坚强战胜暴雨重建家园迎来最灿烂的阳光加油,1
2_97,台风摩羯超强台风海口江东新区江东的海防林全毁了今天是参与清障的第天看着齐刷刷倒地的树木想恢复正常但心有余而力不足对于城里的你来说只不过是停了几天水电街道过段时间就会恢复如初但对于村里的农民种植的企业生产的企业来说是横在眼前巨大的沟壑困难,2
0_177,路边有几棵树被风吹歪了市政工人正在处理交通没受影响,0
2_64,海口台风摩羯海南大学,2
2_162,现在很多地方都已经被淹了,2
169,台风过境～椰风树影Amoy我突然很想念SD了怀念有书读的日子和在海边吹风的日落黄昏和南加州的明媚天气不同的是在这里会有台风天真想读个厦国会呀,3
112,台风过境的魔幻晚霞整片天空像被点燃的丝绸桥上车流都变成了金色光带,3
9,从小就很喜欢在台风天或者夏日的暴雨时候窝在家里的感觉看着窗外狂风暴雨屋内自是一番安详这种对比会更让人体会到居所的存在感,3
12,台风天宅家乱的小日常看着窗外淅淅沥沥发呆放空好治愈啊,3
172,台风贝碧嘉过后的锡城街头街边各位忙碌除淤的清洁大叔阿姨们辛苦了太阳照常升起朝霞绚丽又是新的一天朋友们月饼节快乐家国万事兴,3
1_165,有关那张大风刮来的铁皮,1
0_167,泉州应该也是一个绿化很好的城市也很有老城的韵味感觉我会很喜欢这里希望泉州早日恢复有计机会去看看,0
1_192,果园的支架大棚全塌了刚结果的树藤被压断,1
2_89,好可怕到了文昌才真的感受到这次台风有多厉害文昌台风摩羯,2
2_84,昨日年月日超强台风摩羯袭击海南广东其中首当其冲登陆的海口文昌受到重创熟悉的海口已经不复往日繁华热闹模样一片狼藉这不是魔羯而是魔劫‼‼‼愿同胞平安城市早日恢复,2
0_108,确实很大但应该没有级看小区围墙,0
0_11,今天就是那个为细胞冲锋的勇士,0
0_94,这个树是因为不太行了你看树干那里应该是生病了很薄这种树扛不住风会拦腰断裂未雨绸缪最好的解决方法就是砍掉当这种树能在狂风前被清除说明找个地方的政府有在干实事,0
2_22,台风后第一天路边随处可见连根拔起的树木和散落在地上的玻璃十分惨烈多处地方停水停电今天是第二天车辆可以正常行驶了但是还是有些地方停水停电愿世间没有灾害海南人民加油,2
168,台风烟花过境晚饭后散步透透气猛然发现夕阳西下风景无限好受成都疫情影响稻城亚丁之行取消了来日方长攻略留着下次用,3
0_204,坐标浙大今天的大风导致大草坪上的一颗柳树直接拦腰折断太惨啦,0
1_188,台风摩羯直击文昌海口北部相邻的澄迈和临高受灾也很严重直到现在都断水断电导致灾区人民失声沉默不是一切安好,1
1_183,今天这一阵风雨交加楼下电线杆倒了三根,1
2_80,摩羯台风后海南的现状海南台风魔蝎,2
1_81,西江即使广东不下雨广西下雨也会涨的因为广东上游就是广西最近广西水浸啊我住的城市也有西江今天也看大水了,1
0_227,点多接到物业电话说昨晚风太大刮了东西把车砸了砸成啥样也不说让自己去看瞬间脑补以为车都碎了,0
2_141,景区都关闭了学校停课非必要不要外出还在武夷山的姐妹千万记得安全第一,2
1_171,强台风杜苏芮登陆福建晋江居民家中窗户被吹碎保安亭被吹跑极目新闻记者致电晋江市的多名商户他们均表示受台风影响他们没有开门营业都在家休息这么大的风肯定是在家里最安全,1
2_30,台风摩羯把学校校门都给毁了以后在海大上学再也不南啦,2
107,趁着土台风刚过境天气晴朗在杨浦滨江去去班味比起人气鼎盛的徐汇西岸滨江杨浦滨江则多了许多重工业风的感觉适合i人,3
2_139,近日福州遭遇了台风海葵带来的暴雨袭击这场暴雨造成了城市多处积水交通受到严重影响许多市民的生活也受到了不同程度的影响在这场暴雨中有一栋楼的多层楼梯被淹没水流从高处倾泻而下形成了一道道瀑布,2
2_165,满目浪沧台风太恐怖了小区已经无法通行了说最早也要明天才能通水通电,2
183,台风过后的晚霞你拍到了吗,3
1_149,这墙是泥湖的吗国家重点实验室的建筑质量也能这样啊,1
160,终于等来了这场大风吹走了所有阴霾～现在的天空像被加了滤镜一样云朵软fufu的蓝天透亮得让人心情瞬间变好,3
0_112,我的摩托车倒了刚想骂骂咧咧看到小区的车翻了就不想骂了,0
2_112,莫兰蒂的破坏力现在回想都还后怕,2
188,台风吹了去吹风去散步石湖真的足够大,3
2_11,伴随着担惊受怕和紧张终于度过了这个夜晚迎来了雨过天晴但受了重创的海口却伤痕累累许多地方断了电停了水甚至没有了信号街道上一片狼藉本就是一棵棵的参天大树一夜之间全部倾倒也不知道这些倒掉的大树将何去何从突然有一点辛酸,2
2_132,北京正经历级以上超强阵风海淀朝阳丰台等区直接沦陷大风把树都吹倒车都砸了抢险队连夜奋战宝子们听劝咱先在家蹲着安全比啥都重要,2
0_39,台风魔羯过后深海养殖的无助魔羯台风养殖自然灾害台风摩羯强度到底有多大深海养殖无助海甘草三刀红鱼石斑鱼珍珠龙胆青斑全部死完损失千万一条不剩天天都在海里喂鱼没有一天是放松的没有一个年头是可以吃上团圆饭的人永远不齐在天灾面前我们显得那么苍白无力无助,0
0_225,台风过境广告牌公共自行车基本四散飞舞马路上满是银杏树的白果绿化工人出动锯开断裂的大树可惜了那些比腰粗的河边柳,0
0_96,风真的很大楼顶不知道谁家的太阳能都被吹掉下来了,0
14,昨晚睡得超级好因为一直有下雨的声音风最大的时候我应该在睡回笼觉宅家快乐,3
2_42,近段时间海南台风频繁虽然像摩羯如此大的超强台风短时间是不会再来了但是小台风又组团一样的过来[捂脸]不知道海南是捅了哪个台风窝,2
1_1,文昌终于有电了​不禁又泪目了,1
86,台风过后暴风雨席卷而去天空变得无比清澈蓝天白云带着洗尽铅华的感觉,3
1_120,泉州校区受灾严重树木倒伏玻璃破碎学校师生员工学习工作和生活基础保障受到了一定的威胁,1
1_23,海南人还是很乐观的面对了太多台风的洗礼,1
1_97,一天就过境了但小区依然没水没电,1
0_72,回了在一楼大厅折腾了一晚刚才回楼房间洗了个澡躺床上了突然觉得以前觉得无聊的日子就是最幸福的事,0
2_56,台风天受害者千千万海师大美宜佳算一个门窗全碎装饰全掉店员摸头苦诉难倒,2
175,台风过后天蓝的很漂亮今天看到很多鸟在湖边不知道是不是台风影响,3
0_205,影响还是很大的住所附近新建的公园树木倒了不少工人已经把大路上的倒树清理了正在清理小路上的和加固有危险的树木,0
0_73,这是辉煌那个chapter吗我朋友住楼好像一点都没裂我今天还在夸这个开发商还不错楼质量可以,0
103,贝碧嘉过境后凌晨的天空,3
166,土台风过境的西岸梦中心终于没人了,3
1_108,心疼呀刚去完回来,1
2_83,这次直接损失超百亿十年前的威马逊让文昌重创种了十年的防护林由于海水倒灌导致的盐碱地到现在仍然种不出农作物很多老百姓的家满目疮痍直接泪目,2
179,最爱楼的落地窗经历住了苏州少有的超强台风昨天在家瑟瑟发抖还好滴水不漏房间的窗户反而漏水台风真是太考验房屋质量了,3
2_103,目前菲律宾大范围降雨基本停止但灾区搜救工作还在进行仍有大片区域处于道路和通信中断的状态吕宋岛全岛连续三天停工停按前几年惯例潭美这个台风名字基本锁定要被菲律宾提出除名申请了,2
0_59,我们小区也是洋浦不是很严重哈哈哈哈哈,0
2_20,你们都还好吗停水停电没网络过上野人生活街边都是倒下的树玻璃渣很危险心疼我小岛级台风摩羯太可怕了,2
2_12,它们曾经是海南的代表性打卡地在台风扫荡之后已经一片狼藉西海岸观海台的时钟还停留在台风登陆那一刻莫名有一种凄凉沧桑和难过下一次拿起镜头我们该以什么姿势去为这个城市疗伤?,2
2_93,此次摩羯台风的破坏仍然令人震惊在徐闻有大王椰的树干被狂风吹断在文昌翁田镇等地几乎所有的树木都被拦腰折断注意不是连根拔起而是拦腰吹断多个风力发电塔被吹断另外有网友反映海口老城西部海岸边的小区迎风面的阳台窗户玻璃几乎全部被狂风击碎这说明徐闻南部文昌沿海地区海口西部的风力都在级以上,2
1_42,这次台风还真的蛮大的昨天在家呆了一天没出门听着外面大风呼啸晚上看风雨小点儿出门溜达发现路旁树倒了很多还有个岗亭也直接掀翻了路上很多环卫工人打扫和清理不过好在家里没有漏水老房子质量还是过硬啊哈哈哈另外为什么台风过了以后还是没有凉快下来啊,1
5,现在开始狂风了家人们你们听到了么,3
1_25,图片为本人在佩戴安全设备下拍摄请大家务必注意安全感谢一线奋战的工作人员,1
2_23,刚来海口就遇上了据说是建国以来最强登陆的台风真是给我长见识了～一夜狂风暴雨之后整个城市的惨破不忍直视大树连根拔起破坏随处可见在家里担心了一夜的阳台门还好坚挺的扛住了风暴总体还算幸运希望海口尽快恢复正常秩序愿每个人都安全度过～,2
8,在台风天里宅家喝茶福鼎老白的茶香与新会陈皮的果香交织着甘爽细腻醇和饱满喝几杯后还会微微发汗排出苦夏的疲惫所有感官都迎来一个新的季节,3
0_106,天呐居然会被刮成这样,0
2_166,不知道谁的车,2
2_129,店里进了很多水他回过神来看到一女子倒在地上被砂石击伤交警和救护车及时赶到将伤者拉走随后消防公安等救援力量也迅速来到现场开展抢险救援工作人们也被撤离到安全的地方大家渐渐平复了情绪,2
2_26,整个城市一片狼藉环卫电力武警各人员都在积极抢修恢复两侧的树基本都倒了很多道路都没办法通行看到很多人受伤了还有很多地方倒了真的很难过意外和明天不知道什么时候来珍惜当下希望我们的家尽快恢复大家都好好的,2
0_172,在灾后校园里安保人员绿化工作人员学校师生等齐心协力清理垃圾搬运树枝抢救花木重建华园,0
21,台风天宅家喝茶别有一番惬意滋味两轮台风过境幸好有煮茶器相伴还有预约煮茶功能实在太棒,3
47,由于台风康妮到来又是两天稀里哗啦淋漓不尽的雨今天早上雨停了正好出门吃早餐然后去公园逛了下早上空气的清凉而不冷恰到好处随着太阳渐渐高升逐渐升温和明亮走进公园就是拥抱大自然心情马上就变得轻松愉快起来了公园池塘和湖面的水位也涨起来了公园工人一大早在清扫地面居民朋友也散步的散步运动的运动连湖里的鸭子也到马路上和行人一同散步好有生机,3
1_78,不要靠近广告牌大树高空构筑物等区域行走逗留防止坠物伤人强雷电天气注意家庭用电用火安全相关水域水上作业和船舶做好回港避险大家出行一定要注意安全你家小区有没有被暴雨侵害呢,1
2_50,我还说下个月去吃饭来着好破碎真的好破碎这个美丽的城市如今满目疮痍,2
163,台风过境赶海分分钟爆捅因为台风天气将海洋生物席卷到了岸上海滩上有海鲜和贝壳搁浅的海鱼更有肥大鲜嫩的蛤蜊和花蟹还能捉到生猛的大螃蟹‼‼这个时间去赶海分分钟实现暴桶,3
1_184,公交候车亭的钢化玻璃顶棚碎了碎片溅到十米外差点伤到人,1
0_35,注意安全愿平安,0
58,兰迪台风后已经很久没有看到如此盛大的凤凰花景象了一切都好了起来似乎都有了希望,3
1_194,广告牌从六楼坠落砸穿了楼下餐馆的雨棚幸好是凌晨没人,1
148,台风走过留下的不仅是满目风光还有那份感恩与敬畏,3
2_179,工厂钢结构厂房被掀翻重型设备砸穿隔壁仓库损失预估超千万,2
2_171,龙卷风真的来了刚刚安省南部巴里附近已经沦陷房屋被吹炸树木被连根拔起房车被吹翻大批建筑楼损毁路上婴儿车都被吹飞很多人拼命躲到地下室简直太可怕了,2
39,前几天还在唏嘘海南的台风这么猛烈没想到就轮到上海了这风这雨只能在家躺着啦悄悄问下台风天你们家的小狗怎么遛啊太难了,3
117,中国尊看着和烟筒一样,3
2_29,十年前威马逊的树还没长好这回又全毁了今年经济严重受创自己也深陷疾病希望苦难早点过去台风台风摩羯灾后重建,2
0_127,天津的风也不小级,0
67,西湖｜台风过后有暖阳,3
136,台风登陆击破魔都结界前的夕阳天天能有这个空气通透度多好,3
164,台风过境后的美兰湖景美人少,3
0_150,一大早还没睡醒就被敲门吵醒原来是物业敲门说空调外机护栏被刮脱落随时可能掉落他们想了很多办法也无法解决只好麻烦民警和消防员‍,0
1_159,苏州台风你们那边都咋样了,1
1_195,第号台风贝碧嘉在上海浦东临港新城沿海登陆登陆时中心附近最大风力级米秒强台风级中心最低气压为百帕,1
0_57,浦东源深路张杨路满地树叶断支还有不少梧桐树整棵倒了,0
0_142,这是郑州东站附近今天早上上班拍的连着刮倒了三棵,0
1_162,苏州贝碧嘉台风导致高压线塔倒塌压挎房屋两辆私家车全部报废,1
190,秋天到了台风过去了昨天的李公堤真的太舒服了湖边日落也好美,3
94,台风后那被大风雕刻过的天空每一片云都是限量款,3
97,在台风天天空呈现出紫色是一种较为罕见但极具视觉震撼力的自然现象这种现象是自然界中光与大气相互作用的一种复杂表现,3
0_18,台风过后有种劫后重生的错觉上一回体验停电还是在课堂上的电量带来满满安全感希望明天快快来电,0
1_181,家人们今天北京这大风也太猛了直接把一个电线杆子都给吹倒了更悲催的是这倒下的电线杆子不偏不倚正好压在了一辆车上直接就把车给压坏了,1
0_49,我理我理我理,0
1_129,台风让深圳人的通勤开启了丛林穿模式下周一会是一番怎样的景象,1
2_47,经过一晚台风的肆虐街道上满目疮痍辛苦环卫工人了,2
2_66,台风魔羯过后的五源河体育场五源河体育场海口演唱会海口演出海口音乐节侃爷侃爷海口站侃爷海口视听会同城推荐同城,2
2_188,这次地震震中温度高达而且没有大型搜救设备导致救援效果不佳虽然这次地震级别大破坏力强但应急能力不足,2
121,今天江浙沪傍晚的天空颜色很不一般有些人感到有些恐慌,3
125,台风后的世界格外宁静蓝天白云下一切都显得那么清新那么美好树叶上还挂着晶莹的水珠在阳光的照耀下闪烁着光芒街道也被冲洗得干干净净仿佛等待着人们去重新发现它的美丽,3
2_140,这场暴雨不仅给人们的生活带来了不便也对城市的排水系统提出了挑战在未来的城市规划中应该加强对排水系统的建设和维护提高城市的防洪能力同时市民也应该加强自我保护意识遇到暴雨天气时要注意安全减少不必要的出行,2
28,台风天宅家过中秋˵¯͒〰¯͒˵提前祝大家中秋快乐嗷˗ˋˏᰔᩚˎˊ˗,3
0_189,装修还未入住一直担心花园排水和窗户是否OK还好只有一扇窗户有渗水进来其他都没事,0
130,真想找个高点的楼每天看风景,3
1_32,家门口,1
0_42,宝山密山路,0
0_70,我们公寓的说已经检查过建筑结构没有任何影响但是住户都在不停的搬离我也不知道这个检测是否合规刚回家收拾东西看到这么大的裂缝跟我说没有任何影响我也不敢住啊,0
156,一组台风云暴风雨后的宁静,3
185,土台风后的天平山美出天际,3
2_198,地震除了对人员的伤害外对建筑道路管网医疗通信等方面的破坏也非常严重尤其是大量的建筑垃圾如果不能及时地处理对宅后重建影响也比较大,2
1_166,七点半停电停水停网窗户一直响楼体真切实际的在晃动或许在大自然面前任何人类都不值一提即刻就烟消云散了在天灾面前的无助感还好老爸在身边真的就像一个定心丸好吃好爱,1
2_176,台风引发海水倒灌沿海多栋别墅地基被掏空直接滑进海里,2
29,经历过级超强台风摩羯才知道住低楼层的好处了庆幸的是一直没停水停电停网窗户没坏玻璃没碎楼也没晃比以往的台风除了风声大点其他一切安好,3
1_112,树都被吹折了电动自行车还好好的,1
2_5,不幸中的万幸是摩羯虽然风力达到威马逊级别但是它并没有带来超强降雨不然即要承受风灾又要承受大涝灾像威马逊一样整个城市都侵泡在水里几天失联状态,2
50,香港生活香港留學香港台风傍晚的天空海边拍照香港科学园台风过后,3
0_6,台风贝碧嘉登陆常州市这是饼干经历的最大一场台风大部分地区出现到级阵风级的大风并有中到大雨局部暴雨爸爸在火车站工作妈妈在家陪着饼干‌早上一起床大家都惊呆了小区里就像被原子弹炸过一样很多树被连根拔起饼干非常好奇感叹大自然的力量 ,0
0_158,我们小区的树也吹倒了,0
143,今天又是一个与台风相关的日子刚刚送走潭美又将迎来康妮傍晚东边的天空蓝天白云西边的天空火烧云十分钟后不见了真的是很奇特,3
153,台风就这么把南阳隔过去了,3
96,今天宁波受到台风影响下午阴云笼罩一阵阵下雨没想到六点多天空慢慢开始变了色橙色红色紫色交织成了奇异的天空色彩末世感一下子就上来了,3
0_27,台风的破坏力太大了大家尽量少出门恶劣天气一定注意安全,0
1_190,大树横卧路面根部泥土翻起树冠压住车辆前盖电缆缠绕其间,1
0_224,凱米颱風吹倒了馬路上的圍牆了,0
0_168,开元寺还好,0
104,没有台风的夏天是不完整的每年都要经历几次台风小时候还有台风假长大后就没了因为斤以上的人是不会被台风吹走的,3
0_134,河北的风,0
2_120,在年的开头我们西藏会遭遇如此天灾西藏相对于我国其他地方而言较为落后高寒缺氧定日的条件更差震中平均海拔四千四百多米那里的气温更低基层条件艰苦医疗水平落后灾后救援工作难度大但是咱们的人民子弟兵医务人员等克服重重困难以最快的速度赶赴灾情现场展开救援为挽救人民群众生命财产安全而前赴后继鞠躬尽瘁正所谓天灾无情人有情致敬最可爱的人,2
1_4,有居民反映家中窗户阳台等受灾严重分享一下你所在的区域台风过境后的实况吧[抱抱],1
92,汕头｜台风过境后蓝天白云下的小城真的很美,3
0_157,小区里的树,0
0_120,上了个班路上还被树砸了牛马太惨了,0
2_114,一场台风暴雨后的深圳一片狼藉树倒的倒车都压扁了,2
0_194,这次台风泉州刚正面小区一片狼藉基本树都倒了,0
1_14,注意安全愿所有人平安[心],1
134,台风过境后的东山无滤镜,3
154,苏州台风过境后的第一个日出愿各位都能拨开暗沉乌云见到光明灿烂的朝阳中秋平安快乐,3
0_111,大家谁有车在一区北边这个停车场停的赶紧挪一下吧,0
1_91,你别说,1
0_9,如果有人好奇经历过自然灾害后几个月没人管的地方是什么样的,0
0_183,后山有少量泥土滑下来但没影响到房子村里正在加固,0
0_103,旁边小区的外立面,0
2_192,不知道该怎么形容那种无力感从地震到今天都没有完全平复过来中国的救援队已经来了,2
0_5,世茂服务南部区域海南项目遭受重创但物业团队迅速响应台风前全面防御期间小时值守灾后迅速恢复他们抢修设备恢复供水供电修复公共区域设施展现专业素养和责任心业主利益至上物业团队筑起防线多位业主也积极支援共建美好家园ITBEAR,0
0_154,我觉得今天的风真的挺大的比昨天的大大树倒啦,0
65,月日锻炼完散步台风康妮乱吹风给我裤子都打湿了,3
1_103,拍摄的都是在鲤城区可想而知大泉州所受到的影响希望大家平安,1
2_70,大灾之后要防大疫今天上街发现椰博路附近垃圾已经有臭味了不少小区垃圾成堆发愁了但也有些小区居民自己志愿组织起来收拾台风的狼藉生活仍要继续,2
2_157,路已经过不了了希望大家平安,2
2_25,真正内心平静的人如同摩羯过后阳台没了不用焦虑那么多一切都是那么自然​自然是松弛的自在的也是惬意的​所以一个人的内心足够平静的话是能够让自己变得坚如磐石,2
1_151,这些树要么太高要么太细要么枝干过于苗条欣长要么根基不牢要么扎根于的土地下面石块太多或土壤贫瘠据我所知有的树移栽在此地达年之上也竟然在这一次贝碧嘉的肆虐之下分崩离析就像海水退潮之后才知道谁在裸泳一样这些树在台风的摧毁之下成为了那些退潮后在海滩上的人,1
0_34,昆山融媒记者黄春宇现场报道月日上午昆太路翠微路有部分树木折断要警惕台风导致的强风雨,0
2_28,整个过程感觉是地动山摇家里整个楼都在摇摆总觉得下一秒就被撕烂中间有短暂的小时平静期那是身处台风眼时期台风威力很大整个县城没有一棵树完好我身边的在建高楼的电梯架直接从二级道路倒塌砸穿到一级道路可以理解为层的楼把个道路都穿了连续天没有通电,2
1_143,深圳台风威力最大的一次,1
0_116,石家庄也有大风,0
0_26,随处可见都是被吹倒的,0
2_76,昨晚从文昌一路杀回了海口本来以为定好了海口有电有水的酒店就万事大吉没想到到酒店后老板给我们直接来一个货不对版有电但是没空调而且只供应到晚上点钟这我们都忍了刚办完入住就直接跳闸老板说有人开了空调所以跳闸需要再修大概一个多小时后供电我们就哼哧哼哧上楼了到了房间很潮湿又闷想着手机快没电了也一直没信号忍一下算了就这样一直到早上马上就跑路了开车到国贸那边终于有了信号联系上了家里人聊到姐姐开的普拉提馆目前是一个水电齐全的地方赶紧就回新埠岛馆里去洗了个大澡舒服了,2
88,台风过境后江苏有多通透‼一眼看尽苏锡常,3
189,台风贝碧嘉影响苏州时段为日凌晨到白天影响时间只有天风大雨大安全第一建议广大市民一早不买菜非必要不外出尽量不点外卖,3
1_93,台风吹过我们小区竟然可怕地打着尖利的呼啸声夹杂着巨大的暴雨在到处肆虐阳台的玻璃门也在不断颤抖最终槽位移动吹歪了卡槽了,1
2_191,拯救人员在地震后要拯救生命实在是不简单啊看那塌下的墙壁砖块铁杆在救人途中还要担心可能上面再次塌陷下的风险啊生与死就是那一刹那拯救英雄们除了拯救人命也要保护自己啊,2
2_164,台风的威力太大了政府正在抢修重建,2
180,在苏州台风贝碧嘉也要冒雨去吃的苏式面,3
0_79,看着心碎我们今晚也是有大风我已经搬到洗衣房避风了地栽的和搬不动的就随缘了,0
0_152,今天风比昨天大且更冷可以穿羽绒服了,0
18,台风都到了两天了不过我们这边影响不大,3
186,与台风赛跑‼桨板夜划独墅湖,3
1_10,这一趟是真错过了上海年来最大的台风,1
42,台风天宅家对我来说是惬意的可以悠然的享受时光所然才有点儿生活气息,3
